: all JJ_JJR
strict stricter classy classier
strict stricter close closer
strict stricter smooth smoother
strict stricter cool cooler
strict stricter slow slower
strict stricter steep steeper
strict stricter long longer
strict stricter broad broader
strict stricter slim slimmer
strict stricter bold bolder
strict stricter pretty prettier
strict stricter rich richer
strict stricter happy happier
strict stricter narrow narrower
strict stricter heavy heavier
strict stricter safe safer
strict stricter easy easier
strict stricter free freer
strict stricter messy messier
strict stricter strong stronger
strict stricter stiff stiffer
strict stricter fancy fancier
strict stricter weak weaker
strict stricter lucky luckier
strict stricter new newer
strict stricter old older
strict stricter simple simpler
strict stricter lively livelier
strict stricter costly costlier
strict stricter gentle gentler
strict stricter few fewer
strict stricter sharp sharper
strict stricter nice nicer
strict stricter cold colder
strict stricter wise wiser
strict stricter clean cleaner
strict stricter bloody bloodier
strict stricter tricky trickier
strict stricter deep deeper
strict stricter clear clearer
strict stricter pricey pricier
strict stricter lean leaner
strict stricter tough tougher
strict stricter light lighter
strict stricter healthy healthier
strict stricter slick slicker
strict stricter wide wider
strict stricter sticky stickier
strict stricter busy busier
strict stricter short shorter
strict stricter hard harder
strict stricter sad sadder
strict stricter green greener
strict stricter high higher
strict stricter bad worse
strict stricter tight tighter
strict stricter thin thinner
strict stricter wealthy wealthier
strict stricter small smaller
strict stricter tall taller
strict stricter kind kinder
strict stricter big bigger
strict stricter nasty nastier
strict stricter young younger
strict stricter smart smarter
strict stricter tasty tastier
strict stricter warm warmer
strict stricter friendly friendlier
strict stricter swift swifter
strict stricter wild wilder
strict stricter fair fairer
strict stricter full fuller
strict stricter rough rougher
strict stricter bright brighter
strict stricter great greater
strict stricter early earlier
strict stricter poor poorer
strict stricter risky riskier
strict stricter fresh fresher
strict stricter low lower
strict stricter cheap cheaper
strict stricter soft softer
strict stricter harsh harsher
strict stricter fastest faster
strict stricter good better
strict stricter funny funnier
strict stricter mild milder
strict stricter savvy savvier
strict stricter firm firmer
strict stricter steady steadier
strict stricter dark darker
strict stricter quick quicker
strict stricter fat fatter
strict stricter thick thicker
strict stricter loud louder
nasty nastier large larger
nasty nastier mean meaner
nasty nastier mighty mightier
nasty nastier noisy noisier
nasty nastier classy classier
nasty nastier close closer
nasty nastier smooth smoother
nasty nastier cool cooler
nasty nastier slow slower
nasty nastier steep steeper
nasty nastier long longer
nasty nastier broad broader
nasty nastier slim slimmer
nasty nastier bold bolder
nasty nastier pretty prettier
nasty nastier rich richer
nasty nastier happy happier
nasty nastier narrow narrower
nasty nastier heavy heavier
nasty nastier safe safer
nasty nastier easy easier
nasty nastier free freer
nasty nastier messy messier
nasty nastier strong stronger
nasty nastier stiff stiffer
nasty nastier fancy fancier
nasty nastier weak weaker
nasty nastier lucky luckier
nasty nastier new newer
nasty nastier old older
nasty nastier simple simpler
nasty nastier lively livelier
nasty nastier costly costlier
nasty nastier gentle gentler
nasty nastier few fewer
nasty nastier sharp sharper
nasty nastier nice nicer
nasty nastier cold colder
nasty nastier wise wiser
nasty nastier clean cleaner
nasty nastier bloody bloodier
nasty nastier tricky trickier
nasty nastier deep deeper
nasty nastier clear clearer
nasty nastier pricey pricier
nasty nastier lean leaner
nasty nastier tough tougher
nasty nastier light lighter
nasty nastier healthy healthier
nasty nastier slick slicker
nasty nastier wide wider
nasty nastier sticky stickier
nasty nastier busy busier
nasty nastier short shorter
nasty nastier hard harder
nasty nastier sad sadder
nasty nastier green greener
nasty nastier high higher
nasty nastier bad worse
nasty nastier tight tighter
nasty nastier thin thinner
nasty nastier wealthy wealthier
nasty nastier small smaller
nasty nastier tall taller
nasty nastier kind kinder
nasty nastier big bigger
nasty nastier strict stricter
nasty nastier young younger
nasty nastier smart smarter
nasty nastier tasty tastier
nasty nastier warm warmer
nasty nastier friendly friendlier
nasty nastier swift swifter
nasty nastier wild wilder
nasty nastier fair fairer
nasty nastier full fuller
nasty nastier rough rougher
nasty nastier bright brighter
nasty nastier great greater
nasty nastier early earlier
nasty nastier poor poorer
nasty nastier risky riskier
nasty nastier fresh fresher
nasty nastier low lower
nasty nastier cheap cheaper
nasty nastier soft softer
nasty nastier harsh harsher
nasty nastier fastest faster
nasty nastier good better
nasty nastier funny funnier
nasty nastier mild milder
nasty nastier savvy savvier
nasty nastier firm firmer
nasty nastier steady steadier
nasty nastier dark darker
nasty nastier quick quicker
nasty nastier fat fatter
nasty nastier thick thicker
nasty nastier loud louder
young younger large larger
young younger mean meaner
young younger mighty mightier
young younger noisy noisier
young younger classy classier
young younger close closer
young younger smooth smoother
young younger cool cooler
young younger slow slower
young younger steep steeper
young younger long longer
young younger broad broader
young younger slim slimmer
young younger bold bolder
young younger pretty prettier
young younger rich richer
young younger happy happier
young younger narrow narrower
young younger heavy heavier
young younger safe safer
young younger easy easier
young younger free freer
young younger messy messier
young younger strong stronger
young younger stiff stiffer
young younger fancy fancier
young younger weak weaker
young younger lucky luckier
young younger new newer
young younger old older
young younger simple simpler
young younger lively livelier
young younger costly costlier
young younger gentle gentler
young younger few fewer
young younger sharp sharper
young younger nice nicer
young younger cold colder
young younger wise wiser
young younger clean cleaner
young younger bloody bloodier
young younger tricky trickier
young younger deep deeper
young younger clear clearer
young younger pricey pricier
young younger lean leaner
young younger tough tougher
young younger light lighter
young younger healthy healthier
young younger slick slicker
young younger wide wider
young younger sticky stickier
young younger busy busier
young younger short shorter
young younger hard harder
young younger sad sadder
young younger green greener
young younger high higher
young younger bad worse
young younger tight tighter
young younger thin thinner
young younger wealthy wealthier
young younger small smaller
young younger tall taller
young younger kind kinder
young younger big bigger
young younger strict stricter
young younger nasty nastier
young younger smart smarter
young younger tasty tastier
young younger warm warmer
young younger friendly friendlier
young younger swift swifter
young younger wild wilder
young younger fair fairer
young younger full fuller
young younger rough rougher
young younger bright brighter
young younger great greater
young younger early earlier
young younger poor poorer
young younger risky riskier
young younger fresh fresher
young younger low lower
young younger cheap cheaper
young younger soft softer
young younger harsh harsher
young younger fastest faster
young younger good better
young younger funny funnier
young younger mild milder
young younger savvy savvier
young younger firm firmer
young younger steady steadier
young younger dark darker
young younger quick quicker
young younger fat fatter
young younger thick thicker
young younger loud louder
smart smarter large larger
smart smarter mean meaner
smart smarter mighty mightier
smart smarter noisy noisier
smart smarter classy classier
smart smarter close closer
smart smarter smooth smoother
smart smarter cool cooler
smart smarter slow slower
smart smarter steep steeper
smart smarter long longer
smart smarter broad broader
smart smarter slim slimmer
smart smarter bold bolder
smart smarter pretty prettier
smart smarter rich richer
smart smarter happy happier
smart smarter narrow narrower
smart smarter heavy heavier
smart smarter safe safer
smart smarter easy easier
smart smarter free freer
smart smarter messy messier
smart smarter strong stronger
smart smarter stiff stiffer
smart smarter fancy fancier
smart smarter weak weaker
smart smarter lucky luckier
smart smarter new newer
smart smarter old older
smart smarter simple simpler
smart smarter lively livelier
smart smarter costly costlier
smart smarter gentle gentler
smart smarter few fewer
smart smarter sharp sharper
